procurement_id,procurement_year,agency_code,agency_name,project_name,procurement_category,estimated_cost,actual_cost,procurement_method,vendor_code,vendor_name,contract_start_date,contract_end_date,procurement_status
105430,2020,AG02,Ministry of Finance,Public Transport Improvement,Goods,2275192,,Direct,V047,Vendor Company 47,11/7/2020,1/9/2021,Ongoing
105431,2020,AG30,National Database Authority,Road Construction Project,Services,17207593,19270246,Open,V253,Vendor Company 253,8/4/2020,2/16/2021,Completed
105432,2024,AG26,Higher Education Commission,Public Transport Improvement,Services,3827230,,Open,V238,Vendor Company 238,9/15/2024,6/2/2025,Ongoing
105433,2024,AG28,Federal Board of Revenue,Power Grid Maintenance,Works,14130542,14657409,Direct,V129,Vendor Company 129,9/21/2024,6/10/2025,Completed
105434,2021,AG05,Ministry of Energy,Power Grid Maintenance,Works,17024158,21293108,Direct,V402,Vendor Company 402,4/19/2021,8/14/2021,Completed
105435,2022,AG21,Capital Development Authority,School Renovation Program,Works,7797283,9696867,Open,V357,Vendor Company 357,9/15/2022,1/15/2023,Completed
105436,2018,AG14,Sindh Works Department,IT Infrastructure Upgrade,Works,17778196,20776536,Open,V037,Vendor Company 37,2/5/2018,6/23/2018,Completed
105437,2019,AG23,WAPDA,Public Transport Improvement,Works,9125655,,Direct,V475,Vendor Company 475,11/7/2019,4/4/2020,Ongoing
105438,2024,AG04,Ministry of Transport,Power Grid Maintenance,Services,7014619,8134515,Open,V051,Vendor Company 51,10/8/2024,6/14/2025,Completed
105439,2020,AG14,Sindh Works Department,Hospital Equipment Purchase,Goods,4939524,,Limited,V288,Vendor Company 288,9/12/2020,11/27/2020,Ongoing
105440,2023,AG12,Sindh Health Department,Hospital Equipment Purchase,Services,8048439,9072023,Open,V245,Vendor Company 245,11/25/2023,7/17/2024,Completed
105441,2019,AG24,Pakistan Railways,Public Transport Improvement,Works,12543176,,Open,V390,Vendor Company 390,2/19/2019,9/19/2019,Ongoing
105442,2021,AG19,Balochistan Education Department,Power Grid Maintenance,Services,10097847,,Open,V438,Vendor Company 438,8/15/2021,2/7/2022,Ongoing
105443,2021,AG10,Punjab Education Department,Hospital Equipment Purchase,Goods,17382234,21395649,Limited,V125,Vendor Company 125,1/18/2021,9/28/2021,Completed
105444,2024,AG23,WAPDA,Public Transport Improvement,Services,2949158,,Limited,V091,Vendor Company 91,8/10/2024,5/5/2025,Ongoing
105445,2018,AG13,Sindh Education Department,Public Transport Improvement,Services,4464772,5241104,Direct,V176,Vendor Company 176,12/6/2018,2/24/2019,Completed
105446,2019,AG28,Federal Board of Revenue,Public Transport Improvement,Works,14400968,14392815,Limited,V166,Vendor Company 166,10/18/2019,1/26/2020,Completed
105447,2023,AG16,KPK Education Department,Public Transport Improvement,Services,19800553,,Limited,V150,Vendor Company 150,2/10/2023,9/22/2023,Ongoing
105448,2018,AG28,Federal Board of Revenue,Power Grid Maintenance,Works,16841061,21345089,Direct,V499,Vendor Company 499,8/19/2018,10/31/2018,Completed
105449,2020,AG19,Balochistan Education Department,Road Construction Project,Works,12216691,,Direct,V205,Vendor Company 205,12/27/2020,10/18/2021,Ongoing
105450,2020,AG18,Balochistan Health Department,Hospital Equipment Purchase,Services,13137006,15932921,Limited,V094,Vendor Company 94,6/24/2020,10/28/2020,Completed
105451,2018,AG19,Balochistan Education Department,School Renovation Program,Goods,2843427,2979552,Open,V202,Vendor Company 202,3/2/2018,8/12/2018,Completed
105452,2021,AG22,National Highway Authority,Power Grid Maintenance,Goods,8299398,,Open,V186,Vendor Company 186,8/14/2021,6/6/2022,Ongoing
105453,2023,AG05,Ministry of Energy,Power Grid Maintenance,Goods,18757353,19895184,Open,V006,Vendor Company 6,9/5/2023,4/3/2024,Completed
105454,2023,AG15,KPK Health Department,IT Infrastructure Upgrade,Goods,6290474,7257497,Open,V391,Vendor Company 391,3/17/2023,8/10/2023,Completed
105455,2023,AG06,Ministry of IT,Public Transport Improvement,Goods,15636065,19344208,Limited,V051,Vendor Company 51,2/2/2023,7/24/2023,Completed
105456,2021,AG26,Higher Education Commission,Power Grid Maintenance,Works,5386719,6951057,Limited,V023,Vendor Company 23,9/13/2021,2/14/2022,Completed
105457,2018,AG17,KPK Works Department,Hospital Equipment Purchase,Works,4462672,5354352,Open,V165,Vendor Company 165,2/9/2018,4/12/2018,Completed
105458,2022,AG13,Sindh Education Department,Road Construction Project,Services,7534411,9145820,Limited,V080,Vendor Company 80,6/11/2022,12/11/2022,Completed
105459,2022,AG06,Ministry of IT,Public Transport Improvement,Works,2616073,2870475,Direct,V362,Vendor Company 362,5/10/2022,10/6/2022,Completed
105460,2020,AG21,Capital Development Authority,Power Grid Maintenance,Works,15932648,18684980,Open,V385,Vendor Company 385,3/4/2020,11/29/2020,Completed
105461,2023,AG30,National Database Authority,Road Construction Project,Goods,3612826,4136320,Limited,V378,Vendor Company 378,12/11/2023,8/21/2024,Completed
105462,2023,AG05,Ministry of Energy,Power Grid Maintenance,Services,11046623,12821707,Open,V045,Vendor Company 45,11/13/2023,5/17/2024,Completed
105463,2021,AG14,Sindh Works Department,Road Construction Project,Works,9737890,10593564,Direct,V247,Vendor Company 247,1/23/2021,10/17/2021,Completed
105464,2022,AG26,Higher Education Commission,School Renovation Program,Goods,7337964,,Open,V139,Vendor Company 139,11/3/2022,8/29/2023,Ongoing
105465,2018,AG10,Punjab Education Department,IT Infrastructure Upgrade,Works,13787707,,Direct,V063,Vendor Company 63,4/16/2018,10/2/2018,Ongoing
105466,2022,AG17,KPK Works Department,School Renovation Program,Goods,5654455,,Direct,V303,Vendor Company 303,8/5/2022,3/26/2023,Ongoing
105467,2018,AG06,Ministry of IT,School Renovation Program,Goods,3763715,3792755,Open,V387,Vendor Company 387,11/4/2018,1/22/2019,Completed
105468,2018,AG09,Punjab Health Department,Power Grid Maintenance,Works,9660809,11581216,Open,V315,Vendor Company 315,8/4/2018,10/9/2018,Completed
105469,2022,AG06,Ministry of IT,Public Transport Improvement,Services,7743844,8845261,Open,V374,Vendor Company 374,1/8/2022,4/26/2022,Completed
105470,2020,AG15,KPK Health Department,Power Grid Maintenance,Works,367813,,Direct,V303,Vendor Company 303,10/20/2020,3/20/2021,Ongoing
105471,2024,AG10,Punjab Education Department,Public Transport Improvement,Works,15444710,18324389,Open,V358,Vendor Company 358,10/26/2024,6/26/2025,Completed
105472,2020,AG04,Ministry of Transport,Hospital Equipment Purchase,Works,1811028,1869446,Open,V365,Vendor Company 365,3/6/2020,11/29/2020,Completed
105473,2021,AG17,KPK Works Department,School Renovation Program,Goods,2585592,2995604,Direct,V191,Vendor Company 191,10/21/2021,8/4/2022,Completed
105474,2024,AG17,KPK Works Department,School Renovation Program,Services,920724,972569,Limited,V342,Vendor Company 342,2/5/2024,9/15/2024,Completed
105475,2022,AG14,Sindh Works Department,Power Grid Maintenance,Goods,7826820,9186127,Direct,V436,Vendor Company 436,10/26/2022,12/31/2022,Completed
105476,2023,AG23,WAPDA,IT Infrastructure Upgrade,Services,17762231,20372384,Direct,V118,Vendor Company 118,5/7/2023,9/3/2023,Completed
105477,2019,AG24,Pakistan Railways,Hospital Equipment Purchase,Goods,10255034,12214470,Direct,V336,Vendor Company 336,1/26/2019,6/6/2019,Completed
105478,2024,AG26,Higher Education Commission,Hospital Equipment Purchase,Services,11077495,12371115,Open,V235,Vendor Company 235,5/22/2024,9/27/2024,Completed
105479,2024,AG08,Ministry of Planning,IT Infrastructure Upgrade,Goods,17336032,21039339,Limited,V158,Vendor Company 158,11/21/2024,5/26/2025,Completed
105480,2022,AG16,KPK Education Department,Hospital Equipment Purchase,Services,6075670,6095433,Open,V471,Vendor Company 471,4/18/2022,9/18/2022,Completed
105481,2019,AG15,KPK Health Department,Road Construction Project,Goods,10594321,13146639,Direct,V476,Vendor Company 476,4/20/2019,1/21/2020,Completed
105482,2023,AG23,WAPDA,Public Transport Improvement,Services,16875954,21427444,Limited,V393,Vendor Company 393,7/7/2023,11/12/2023,Completed
105483,2022,AG12,Sindh Health Department,Power Grid Maintenance,Services,17242490,,Limited,V463,Vendor Company 463,9/6/2022,2/18/2023,Ongoing
105484,2023,AG02,Ministry of Finance,Public Transport Improvement,Works,8972250,10864036,Direct,V095,Vendor Company 95,6/20/2023,10/22/2023,Completed
105485,2021,AG22,National Highway Authority,IT Infrastructure Upgrade,Goods,19905265,21579629,Limited,V129,Vendor Company 129,11/21/2021,5/28/2022,Completed
105486,2023,AG24,Pakistan Railways,School Renovation Program,Goods,4491060,,Direct,V377,Vendor Company 377,1/14/2023,7/16/2023,Ongoing
105487,2022,AG22,National Highway Authority,Road Construction Project,Works,11151455,,Direct,V019,Vendor Company 19,4/15/2022,10/22/2022,Ongoing
105488,2018,AG27,Pakistan Customs,Power Grid Maintenance,Goods,4219900,,Limited,V471,Vendor Company 471,10/14/2018,2/13/2019,Ongoing
105489,2019,AG03,Ministry of Education,Hospital Equipment Purchase,Works,4484670,,Open,V425,Vendor Company 425,4/3/2019,1/10/2020,Ongoing
105490,2024,AG11,Punjab Works Department,School Renovation Program,Works,15900230,19961960,Open,V417,Vendor Company 417,7/10/2024,4/24/2025,Completed
105491,2021,AG07,Ministry of Housing,Power Grid Maintenance,Goods,332588,,Limited,V052,Vendor Company 52,12/14/2021,4/19/2022,Ongoing
105492,2018,AG10,Punjab Education Department,IT Infrastructure Upgrade,Services,6352512,7511869,Limited,V057,Vendor Company 57,5/18/2018,8/31/2018,Completed
105493,2018,AG16,KPK Education Department,Power Grid Maintenance,Services,10780210,,Direct,V406,Vendor Company 406,7/17/2018,2/25/2019,Ongoing
105494,2019,AG10,Punjab Education Department,Road Construction Project,Goods,10059886,12554741,Direct,V120,Vendor Company 120,6/7/2019,3/22/2020,Completed
105495,2023,AG20,Balochistan Planning Dept,Road Construction Project,Works,12353983,14235442,Open,V299,Vendor Company 299,6/17/2023,9/16/2023,Completed
105496,2022,AG07,Ministry of Housing,Road Construction Project,Works,17977713,22122046,Limited,V075,Vendor Company 75,5/8/2022,10/31/2022,Completed
105497,2024,AG25,Pakistan Post,Road Construction Project,Goods,3246983,,Open,V096,Vendor Company 96,12/18/2024,6/25/2025,Ongoing
105498,2024,AG28,Federal Board of Revenue,Hospital Equipment Purchase,Works,7621490,,Open,V180,Vendor Company 180,7/18/2024,10/19/2024,Ongoing
105499,2024,AG15,KPK Health Department,Road Construction Project,Works,11396579,12504009,Limited,V323,Vendor Company 323,12/15/2024,4/23/2025,Completed
105500,2021,AG12,Sindh Health Department,Hospital Equipment Purchase,Services,11694083,13439099,Limited,V483,Vendor Company 483,11/1/2021,3/7/2022,Completed
105501,2021,AG27,Pakistan Customs,Hospital Equipment Purchase,Works,12565579,,Direct,V451,Vendor Company 451,11/15/2021,3/1/2022,Ongoing
105502,2019,AG13,Sindh Education Department,School Renovation Program,Works,9712766,12530359,Limited,V371,Vendor Company 371,3/11/2019,5/10/2019,Completed
105503,2019,AG09,Punjab Health Department,Road Construction Project,Services,9773268,10016939,Open,V387,Vendor Company 387,5/2/2019,10/5/2019,Completed
105504,2021,AG08,Ministry of Planning,Public Transport Improvement,Works,13044356,14779179,Direct,V474,Vendor Company 474,5/27/2021,10/16/2021,Completed
105505,2023,AG06,Ministry of IT,Hospital Equipment Purchase,Goods,15048164,15747482,Open,V119,Vendor Company 119,3/27/2023,8/18/2023,Completed
105506,2019,AG20,Balochistan Planning Dept,IT Infrastructure Upgrade,Services,5297123,,Direct,V184,Vendor Company 184,6/2/2019,8/10/2019,Ongoing
105507,2020,AG27,Pakistan Customs,Hospital Equipment Purchase,Works,15285675,15484588,Direct,V010,Vendor Company 10,4/10/2020,1/15/2021,Completed
105508,2021,AG23,WAPDA,School Renovation Program,Works,5527392,,Open,V310,Vendor Company 310,8/5/2021,1/6/2022,Ongoing
105509,2021,AG20,Balochistan Planning Dept,Public Transport Improvement,Goods,18986210,,Open,V221,Vendor Company 221,5/7/2021,8/31/2021,Ongoing
105510,2019,AG20,Balochistan Planning Dept,School Renovation Program,Goods,11483324,14652747,Direct,V068,Vendor Company 68,8/19/2019,12/26/2019,Completed
105511,2023,AG10,Punjab Education Department,School Renovation Program,Works,6441023,6703270,Direct,V353,Vendor Company 353,10/13/2023,5/23/2024,Completed
105512,2021,AG09,Punjab Health Department,School Renovation Program,Services,17957266,19609518,Direct,V257,Vendor Company 257,2/20/2021,9/3/2021,Completed
105513,2023,AG21,Capital Development Authority,Public Transport Improvement,Works,11438560,12784939,Direct,V055,Vendor Company 55,3/26/2023,9/21/2023,Completed
105514,2024,AG07,Ministry of Housing,Road Construction Project,Works,10490985,12520694,Limited,V268,Vendor Company 268,3/4/2024,12/24/2024,Completed
105515,2020,AG17,KPK Works Department,School Renovation Program,Works,16530918,,Limited,V060,Vendor Company 60,4/4/2020,12/5/2020,Ongoing
105516,2021,AG04,Ministry of Transport,Public Transport Improvement,Goods,9221004,,Limited,V434,Vendor Company 434,11/13/2021,9/4/2022,Ongoing
105517,2020,AG17,KPK Works Department,Hospital Equipment Purchase,Works,11865255,,Limited,V026,Vendor Company 26,6/4/2020,11/10/2020,Ongoing
105518,2021,AG19,Balochistan Education Department,Hospital Equipment Purchase,Works,15888984,17009801,Open,V414,Vendor Company 414,10/5/2021,3/27/2022,Completed
105519,2023,AG01,Ministry of Health,School Renovation Program,Services,16294394,,Direct,V258,Vendor Company 258,9/22/2023,4/26/2024,Ongoing
105520,2021,AG01,Ministry of Health,IT Infrastructure Upgrade,Services,5791889,5821641,Limited,V236,Vendor Company 236,9/8/2021,12/19/2021,Completed
105521,2023,AG12,Sindh Health Department,Public Transport Improvement,Services,12479507,,Open,V032,Vendor Company 32,7/20/2023,2/9/2024,Ongoing
105522,2021,AG18,Balochistan Health Department,Hospital Equipment Purchase,Works,18843973,21688483,Direct,V365,Vendor Company 365,3/20/2021,11/2/2021,Completed
105523,2020,AG09,Punjab Health Department,IT Infrastructure Upgrade,Services,1997242,2130046,Limited,V231,Vendor Company 231,5/18/2020,12/7/2020,Completed
105524,2020,AG15,KPK Health Department,School Renovation Program,Goods,7350323,8776819,Direct,V290,Vendor Company 290,4/2/2020,12/28/2020,Completed
105525,2019,AG21,Capital Development Authority,Road Construction Project,Works,15468630,,Limited,V055,Vendor Company 55,10/15/2019,6/25/2020,Ongoing
105526,2018,AG18,Balochistan Health Department,Public Transport Improvement,Goods,11900348,,Limited,V046,Vendor Company 46,10/19/2018,4/7/2019,Ongoing
105527,2024,AG29,Election Commission,Hospital Equipment Purchase,Services,5636708,6751024,Open,V325,Vendor Company 325,3/5/2024,5/6/2024,Completed
105528,2023,AG05,Ministry of Energy,Public Transport Improvement,Works,17053683,20926281,Open,V293,Vendor Company 293,4/24/2023,7/1/2023,Completed
105529,2020,AG23,WAPDA,Public Transport Improvement,Works,12991901,,Direct,V073,Vendor Company 73,9/19/2020,5/4/2021,Ongoing
105530,2020,AG15,KPK Health Department,School Renovation Program,Goods,7551446,8600344,Open,V374,Vendor Company 374,12/15/2020,9/21/2021,Completed
105531,2019,AG02,Ministry of Finance,Power Grid Maintenance,Services,15060752,,Limited,V488,Vendor Company 488,10/1/2019,6/23/2020,Ongoing
105532,2024,AG28,Federal Board of Revenue,IT Infrastructure Upgrade,Services,152933,,Limited,V034,Vendor Company 34,7/24/2024,11/14/2024,Ongoing
105533,2024,AG07,Ministry of Housing,Public Transport Improvement,Services,14270298,15796852,Direct,V487,Vendor Company 487,12/24/2024,6/5/2025,Completed
105534,2021,AG03,Ministry of Education,School Renovation Program,Services,8654248,9195520,Limited,V022,Vendor Company 22,2/22/2021,6/15/2021,Completed
105535,2019,AG11,Punjab Works Department,Public Transport Improvement,Services,17464231,20208670,Limited,V371,Vendor Company 371,11/24/2019,7/3/2020,Completed
105536,2019,AG06,Ministry of IT,Public Transport Improvement,Services,8158129,,Direct,V064,Vendor Company 64,7/10/2019,2/21/2020,Ongoing
105537,2021,AG19,Balochistan Education Department,Hospital Equipment Purchase,Works,12239884,,Direct,V259,Vendor Company 259,12/5/2021,4/22/2022,Ongoing
105538,2019,AG13,Sindh Education Department,School Renovation Program,Works,16907270,20603240,Open,V347,Vendor Company 347,9/19/2019,12/24/2019,Completed
105539,2022,AG07,Ministry of Housing,IT Infrastructure Upgrade,Services,7040568,8296640,Limited,V193,Vendor Company 193,10/7/2022,5/4/2023,Completed
105540,2020,AG03,Ministry of Education,School Renovation Program,Goods,4012058,4933100,Direct,V213,Vendor Company 213,9/5/2020,12/25/2020,Completed
105541,2019,AG04,Ministry of Transport,Hospital Equipment Purchase,Services,1568651,1519850,Open,V500,Vendor Company 500,8/28/2019,12/2/2019,Completed
105542,2022,AG01,Ministry of Health,Hospital Equipment Purchase,Goods,19900878,25551112,Open,V292,Vendor Company 292,9/4/2022,4/26/2023,Completed
105543,2020,AG30,National Database Authority,Road Construction Project,Works,9305108,9680361,Direct,V307,Vendor Company 307,4/28/2020,1/3/2021,Completed
105544,2019,AG21,Capital Development Authority,Power Grid Maintenance,Services,14189382,15040458,Open,V291,Vendor Company 291,5/2/2019,10/19/2019,Completed
105545,2020,AG29,Election Commission,Public Transport Improvement,Works,19893661,,Open,V171,Vendor Company 171,7/13/2020,10/21/2020,Ongoing
105546,2024,AG14,Sindh Works Department,IT Infrastructure Upgrade,Works,3138109,3184459,Open,V401,Vendor Company 401,1/14/2024,8/6/2024,Completed
